state,county,year,policy_amount,policy_count
TX,48429.0,2009,101594,146
TX,48429.0,2010,108809,148
TX,48429.0,2011,111774,148
TX,48429.0,2012,116256,156
TX,48429.0,2013,114650,133
TX,48429.0,2014,123075,144
TX,48429.0,2015,130606,140
TX,48429.0,2016,108230,126
TX,48429.0,2017,101298,111
TX,48429.0,2018,105957,102
TX,48429.0,2019,123364,113
TX,48429.0,2020,100375,94
TX,48429.0,2021,101642,99
TX,48429.0,2022,78709,102
TX,48429.0,2023,74011,98
TX,48429.0,2024,78638,98
TX,48429.0,2025,36711,29
TX,48431.0,2009,653,1
TX,48431.0,2010,927,2
TX,48431.0,2011,1002,2
TX,48431.0,2012,1302,5
TX,48431.0,2013,3693,6
TX,48431.0,2014,3729,5
TX,48431.0,2015,3482,5
TX,48431.0,2016,5370,6
TX,48431.0,2017,1821,2
TX,48431.0,2020,2262,2
TX,48431.0,2021,1217,1
TX,48431.0,2022,1006,2
TX,48431.0,2023,395,1
TX,48431.0,2024,405,1
TX,48435.0,2009,45774,51
TX,48435.0,2010,49638,55
TX,48435.0,2011,48348,52
TX,48435.0,2012,51348,51
TX,48435.0,2013,57879,53
TX,48435.0,2014,65866,54
TX,48435.0,2015,53054,46
TX,48435.0,2016,56115,43
TX,48435.0,2017,53086,40
TX,48435.0,2018,31908,35
TX,48435.0,2019,27241,33
TX,48435.0,2020,24014,31
TX,48435.0,2021,23192,26
TX,48435.0,2022,19948,21
TX,48435.0,2023,18348,17
TX,48435.0,2024,18390,15
TX,48435.0,2025,2378,3
TX,48437.0,2009,5677,15
TX,48437.0,2010,9174,23
TX,48437.0,2011,9542,22
TX,48437.0,2012,10519,23
TX,48437.0,2013,11519,24
TX,48437.0,2014,12025,24
TX,48437.0,2015,10290,16
TX,48437.0,2016,8362,12
TX,48437.0,2017,7302,12
TX,48437.0,2018,9622,14
TX,48437.0,2019,11669,15
TX,48437.0,2020,12624,15
TX,48437.0,2021,14145,18
TX,48437.0,2022,5090,13
TX,48437.0,2023,4522,12
TX,48437.0,2024,4188,11
TX,48437.0,2025,809,2
TX,48439.0,2009,4820224,8032
TX,48439.0,2010,5411584,8559
TX,48439.0,2011,5444936,8352
TX,48439.0,2012,5551723,8234
TX,48439.0,2013,5532257,8119
TX,48439.0,2014,5634126,8056
TX,48439.0,2015,5612182,8100
TX,48439.0,2016,5952227,8071
TX,48439.0,2017,6080135,8029
TX,48439.0,2018,6322603,8326
TX,48439.0,2019,6307577,8038
TX,48439.0,2020,6351335,7501
TX,48439.0,2021,6652952,7466
TX,48439.0,2022,4938523,6822
TX,48439.0,2023,4740986,6434
TX,48439.0,2024,4836670,6147
TX,48439.0,2025,1220762,1532
TX,48441.0,2009,3340714,5117
TX,48441.0,2010,3514717,5012
TX,48441.0,2011,3714281,5014
TX,48441.0,2012,3512409,4750
TX,48441.0,2013,3569296,4537
TX,48441.0,2014,3568943,4281
TX,48441.0,2015,3266694,3934
TX,48441.0,2016,2990294,3497
TX,48441.0,2017,2685559,2923
TX,48441.0,2018,2503307,2688
TX,48441.0,2019,2198349,2376
TX,48441.0,2020,2074135,2209
TX,48441.0,2021,2067735,2061
TX,48441.0,2022,1596707,2168
TX,48441.0,2023,1486424,2111
TX,48441.0,2024,1598674,2159
TX,48441.0,2025,459684,630
TX,48443.0,2009,9474,15
TX,48443.0,2010,7772,15
TX,48443.0,2011,10513,24
TX,48443.0,2012,10325,22
TX,48443.0,2013,10448,23
TX,48443.0,2014,11945,22
TX,48443.0,2015,6462,9
TX,48443.0,2016,1559,3
TX,48443.0,2017,348,1
TX,48443.0,2018,348,1
TX,48443.0,2019,376,1
TX,48443.0,2021,3924,3
TX,48443.0,2022,955,3
TX,48443.0,2023,406,1
TX,48443.0,2024,829,2
TX,48443.0,2025,717,2
TX,48445.0,2009,14097,19
TX,48445.0,2010,16295,22
TX,48445.0,2011,17026,20
TX,48445.0,2012,16203,18
TX,48445.0,2013,23386,20
TX,48445.0,2014,25599,20
TX,48445.0,2015,16788,14
TX,48445.0,2016,21511,22
TX,48445.0,2017,20649,19
TX,48445.0,2018,19868,19
TX,48445.0,2019,18113,19
TX,48445.0,2020,16357,16
TX,48445.0,2021,17144,17
TX,48445.0,2022,6233,17
TX,48445.0,2023,5580,15
TX,48445.0,2024,5660,15
TX,48445.0,2025,3232,8
TX,48447.0,2009,2172,4
TX,48447.0,2010,2963,5
TX,48447.0,2011,3139,5
TX,48447.0,2012,2139,4
TX,48447.0,2013,2939,6
TX,48447.0,2014,2017,4
TX,48447.0,2015,2224,2
TX,48447.0,2016,2650,2
TX,48447.0,2017,1728,2
TX,48447.0,2018,496,1
TX,48447.0,2019,510,1
TX,48447.0,2020,533,1
TX,48447.0,2022,718,1
TX,48447.0,2023,714,1
TX,48447.0,2024,730,1
TX,48449.0,2009,13734,18
TX,48449.0,2010,14506,19
TX,48449.0,2011,18874,25
TX,48449.0,2012,25183,28
TX,48449.0,2013,30916,33
TX,48449.0,2014,35410,33
TX,48449.0,2015,38385,33
TX,48449.0,2016,42727,41
TX,48449.0,2017,33268,36
TX,48449.0,2018,36163,39
TX,48449.0,2019,28065,39
TX,48449.0,2020,17997,35
TX,48449.0,2021,25133,42
TX,48449.0,2022,25923,46
TX,48449.0,2023,26289,44
TX,48449.0,2024,26700,39
TX,48449.0,2025,5366,8
TX,48451.0,2009,266558,468
TX,48451.0,2010,308893,498
TX,48451.0,2011,332349,514
TX,48451.0,2012,425664,658
TX,48451.0,2013,469701,676
TX,48451.0,2014,507637,678
TX,48451.0,2015,492916,669
TX,48451.0,2016,496781,659
TX,48451.0,2017,453899,611
TX,48451.0,2018,423283,554
TX,48451.0,2019,524136,561
TX,48451.0,2020,442367,528
TX,48451.0,2021,440549,497
TX,48451.0,2022,328603,489
TX,48451.0,2023,292679,469
TX,48451.0,2024,306185,455
TX,48451.0,2025,93293,119
TX,48453.0,2009,4674297,8477
TX,48453.0,2010,4812311,8372
TX,48453.0,2011,5118934,8460
TX,48453.0,2012,5492534,8634
TX,48453.0,2013,6038377,9294
TX,48453.0,2014,6200654,9371
TX,48453.0,2015,6207181,9886
TX,48453.0,2016,6350422,10212
TX,48453.0,2017,6329996,9965
TX,48453.0,2018,6782051,10604
TX,48453.0,2019,7151053,10982
TX,48453.0,2020,7380858,10835
TX,48453.0,2021,7882413,10479
TX,48453.0,2022,6589484,10524
TX,48453.0,2023,6135210,10195
TX,48453.0,2024,6388559,9149
TX,48453.0,2025,1670234,2284
TX,48455.0,2009,13497,36
TX,48455.0,2010,12785,34
TX,48455.0,2011,13999,37
TX,48455.0,2012,12751,34
TX,48455.0,2013,14192,36
TX,48455.0,2014,13915,32
TX,48455.0,2015,15645,35
TX,48455.0,2016,15425,31
TX,48455.0,2017,12574,27
TX,48455.0,2018,19784,34
TX,48455.0,2019,22700,34
TX,48455.0,2020,27610,41
TX,48455.0,2021,24425,38
TX,48455.0,2022,20651,37
TX,48455.0,2023,13875,33
TX,48455.0,2024,22366,53
TX,48455.0,2025,4413,10
TX,48457.0,2009,47980,108
TX,48457.0,2010,52605,115
TX,48457.0,2011,63607,133
TX,48457.0,2012,66442,130
TX,48457.0,2013,58076,116
TX,48457.0,2014,58602,115
TX,48457.0,2015,51076,108
TX,48457.0,2016,62129,126
TX,48457.0,2017,77488,145
TX,48457.0,2018,93144,157
TX,48457.0,2019,85196,134
TX,48457.0,2020,87149,135
TX,48457.0,2021,92780,151
TX,48457.0,2022,97796,136
TX,48457.0,2023,86887,123
TX,48457.0,2024,119561,144
TX,48457.0,2025,31584,38
TX,48459.0,2009,21028,24
TX,48459.0,2010,20918,26
TX,48459.0,2011,28834,31
TX,48459.0,2012,16921,31
TX,48459.0,2013,24100,35
TX,48459.0,2014,24553,37
TX,48459.0,2015,22167,30
TX,48459.0,2016,26900,36
TX,48459.0,2017,20676,29
TX,48459.0,2018,20833,31
TX,48459.0,2019,23444,29
TX,48459.0,2020,25611,27
TX,48459.0,2021,52418,41
TX,48459.0,2022,32502,37
TX,48459.0,2023,35068,39
TX,48459.0,2024,36610,37
TX,48459.0,2025,7134,9
TX,48461.0,2024,1537,3
TX,48463.0,2009,185711,309
TX,48463.0,2010,193917,314
TX,48463.0,2011,224620,342
TX,48463.0,2012,225451,353
TX,48463.0,2013,234011,349
TX,48463.0,2014,220433,353
TX,48463.0,2015,240786,369
TX,48463.0,2016,259400,373
TX,48463.0,2017,296947,384
TX,48463.0,2018,333128,389
TX,48463.0,2019,314926,359
TX,48463.0,2020,342396,375
TX,48463.0,2021,362056,374
TX,48463.0,2022,276797,346
TX,48463.0,2023,245288,316
TX,48463.0,2024,254814,311
TX,48463.0,2025,83388,87
TX,48465.0,2009,199284,270
TX,48465.0,2010,240320,315
TX,48465.0,2011,255387,318
TX,48465.0,2012,260001,317
TX,48465.0,2013,287178,320
TX,48465.0,2014,282875,306
TX,48465.0,2015,275650,295
TX,48465.0,2016,284475,284
TX,48465.0,2017,253017,255
TX,48465.0,2018,260392,247
TX,48465.0,2019,254298,234
TX,48465.0,2020,264114,243
TX,48465.0,2021,296304,249
TX,48465.0,2022,216839,240
TX,48465.0,2023,204817,230
TX,48465.0,2024,230982,238
TX,48465.0,2025,66794,70
TX,48467.0,2009,48585,100
TX,48467.0,2010,46298,103
TX,48467.0,2011,152781,166
TX,48467.0,2012,157811,186
TX,48467.0,2013,114175,180
TX,48467.0,2014,115650,172
TX,48467.0,2015,93423,155
TX,48467.0,2016,96063,163
TX,48467.0,2017,95275,159
TX,48467.0,2018,110989,156
TX,48467.0,2019,121161,150
TX,48467.0,2020,123360,150
TX,48467.0,2021,135539,150
TX,48467.0,2022,108061,151
TX,48467.0,2023,112965,144
TX,48467.0,2024,117815,137
TX,48467.0,2025,27601,32
TX,48469.0,2009,901038,1909
TX,48469.0,2010,992102,2010
TX,48469.0,2011,988075,2005
TX,48469.0,2012,956294,1944
TX,48469.0,2013,944125,1750
TX,48469.0,2014,911380,1675
TX,48469.0,2015,830957,1561
TX,48469.0,2016,781128,1342
TX,48469.0,2017,745384,1311
TX,48469.0,2018,823878,1423
TX,48469.0,2019,866888,1402
TX,48469.0,2020,897594,1376
TX,48469.0,2021,933362,1360
TX,48469.0,2022,749072,1310
TX,48469.0,2023,703065,1200
TX,48469.0,2024,749038,1193
TX,48469.0,2025,150009,211
TX,48471.0,2009,123072,250
TX,48471.0,2010,148805,260
TX,48471.0,2011,142475,266
TX,48471.0,2012,160819,294
TX,48471.0,2013,182532,323
TX,48471.0,2014,190864,309
TX,48471.0,2015,190758,330
TX,48471.0,2016,205487,338
TX,48471.0,2017,190434,333
TX,48471.0,2018,215296,386
TX,48471.0,2019,237531,399
TX,48471.0,2020,254565,404
TX,48471.0,2021,298222,432
TX,48471.0,2022,295244,429
TX,48471.0,2023,311435,415
TX,48471.0,2024,516275,538
TX,48471.0,2025,111352,113
TX,48473.0,2009,534031,1065
TX,48473.0,2010,518910,1026
TX,48473.0,2011,551025,991
TX,48473.0,2012,593441,1027
TX,48473.0,2013,629113,998
TX,48473.0,2014,637480,997
TX,48473.0,2015,614424,999
TX,48473.0,2016,837561,1487
TX,48473.0,2017,937059,1732
TX,48473.0,2018,1175723,2147
TX,48473.0,2019,1293436,2262
TX,48473.0,2020,1449363,2462
TX,48473.0,2021,1578380,2507
TX,48473.0,2022,1518227,2508
TX,48473.0,2023,1694187,2877
TX,48473.0,2024,1644208,2421
TX,48473.0,2025,345717,448
TX,48475.0,2009,1389,3
TX,48475.0,2010,335,1
TX,48475.0,2011,546,2
TX,48475.0,2012,589,2
TX,48475.0,2013,1256,4
TX,48475.0,2014,1419,4
TX,48475.0,2015,1628,5
TX,48475.0,2016,1436,4
TX,48475.0,2017,1730,5
TX,48475.0,2018,1760,5
TX,48475.0,2019,2573,6
TX,48475.0,2020,2427,5
TX,48475.0,2021,3090,7
TX,48475.0,2022,1999,5
TX,48475.0,2023,2623,6
TX,48475.0,2024,1985,4
TX,48475.0,2025,3519,3
TX,48477.0,2009,45697,112
TX,48477.0,2010,48376,118
TX,48477.0,2011,59526,139
TX,48477.0,2012,74271,152
TX,48477.0,2013,76192,151
TX,48477.0,2014,78278,158
TX,48477.0,2015,74451,163
TX,48477.0,2016,96413,207
TX,48477.0,2017,98663,208
TX,48477.0,2018,112314,225
TX,48477.0,2019,116247,231
TX,48477.0,2020,125190,239
TX,48477.0,2021,132911,232
TX,48477.0,2022,130063,224
TX,48477.0,2023,122718,206
TX,48477.0,2024,135172,213
TX,48477.0,2025,32087,50
TX,48479.0,2009,930658,1258
TX,48479.0,2010,1088412,1449
TX,48479.0,2011,1093016,1346
TX,48479.0,2012,1165440,1331
TX,48479.0,2013,1228032,1347
TX,48479.0,2014,1256659,1314
TX,48479.0,2015,1273459,1272
TX,48479.0,2016,1238831,1228
TX,48479.0,2017,1106989,1042
TX,48479.0,2018,1065163,955
TX,48479.0,2019,1093804,955
TX,48479.0,2020,1046874,882
TX,48479.0,2021,1054389,879
TX,48479.0,2022,707435,850
TX,48479.0,2023,620502,791
TX,48479.0,2024,612733,782
TX,48479.0,2025,142470,185
TX,48481.0,2009,1031659,2210
TX,48481.0,2010,1080030,2167
TX,48481.0,2011,1131029,2100
TX,48481.0,2012,1178828,2079
TX,48481.0,2013,1213009,2001
TX,48481.0,2014,1297070,1981
TX,48481.0,2015,1261219,1915
TX,48481.0,2016,1310848,1857
TX,48481.0,2017,1510922,2093
TX,48481.0,2018,1698771,2287
TX,48481.0,2019,1816395,2266
TX,48481.0,2020,1934229,2367
TX,48481.0,2021,2153024,2455
TX,48481.0,2022,1654569,2316
TX,48481.0,2023,1524084,2166
TX,48481.0,2024,1622404,2087
TX,48481.0,2025,378518,459
TX,48483.0,2009,10911,9
TX,48483.0,2010,12423,11
TX,48483.0,2011,12555,10
TX,48483.0,2012,14577,11
TX,48483.0,2013,20104,20
TX,48483.0,2014,17434,16
TX,48483.0,2015,18125,17
TX,48483.0,2016,13090,14
TX,48483.0,2017,10118,9
TX,48483.0,2018,8561,7
TX,48483.0,2019,9903,8
TX,48483.0,2020,9330,8
TX,48483.0,2021,13362,7
TX,48483.0,2022,4295,9
TX,48483.0,2023,3924,8
TX,48483.0,2024,4532,9
TX,48483.0,2025,744,2
TX,48485.0,2009,785920,1443
TX,48485.0,2010,869852,1492
TX,48485.0,2011,883252,1441
TX,48485.0,2012,876973,1379
TX,48485.0,2013,834810,1267
TX,48485.0,2014,828252,1219
TX,48485.0,2015,816836,1260
TX,48485.0,2016,837821,1245
TX,48485.0,2017,806630,1123
TX,48485.0,2018,804532,1057
TX,48485.0,2019,740428,970
TX,48485.0,2020,734467,909
TX,48485.0,2021,879558,922
TX,48485.0,2022,626594,846
TX,48485.0,2023,557813,753
TX,48485.0,2024,566121,729
TX,48485.0,2025,147950,202
TX,48487.0,2009,13044,21
TX,48487.0,2010,12852,20
TX,48487.0,2011,14756,22
TX,48487.0,2012,13553,22
TX,48487.0,2013,22665,25
TX,48487.0,2014,18968,21
TX,48487.0,2015,13945,19
TX,48487.0,2016,14007,19
TX,48487.0,2017,15203,21
TX,48487.0,2018,20379,28
TX,48487.0,2019,20328,24
TX,48487.0,2020,23552,25
TX,48487.0,2021,23723,27
TX,48487.0,2022,12676,26
TX,48487.0,2023,14839,30
TX,48487.0,2024,13493,28
TX,48487.0,2025,3998,7
TX,48489.0,2009,620987,916
TX,48489.0,2010,661028,909
TX,48489.0,2011,658187,879
TX,48489.0,2012,683516,868
TX,48489.0,2013,671782,831
TX,48489.0,2014,684653,841
TX,48489.0,2015,677457,808
TX,48489.0,2016,689788,843
TX,48489.0,2017,544138,719
TX,48489.0,2018,486468,697
TX,48489.0,2019,584870,794
TX,48489.0,2020,564338,804
TX,48489.0,2021,584886,779
TX,48489.0,2022,428353,719
TX,48489.0,2023,423019,688
TX,48489.0,2024,443228,647
TX,48489.0,2025,72750,118
TX,48491.0,2009,891696,1852
TX,48491.0,2010,993374,2072
TX,48491.0,2011,1145375,2307
TX,48491.0,2012,1251792,2417
TX,48491.0,2013,1362134,2463
TX,48491.0,2014,1424874,2532
TX,48491.0,2015,1443342,2742
TX,48491.0,2016,1472867,2702
TX,48491.0,2017,1524498,2777
TX,48491.0,2018,1631108,2896
TX,48491.0,2019,1731699,3029
TX,48491.0,2020,1530757,2786
TX,48491.0,2021,1676183,2724
TX,48491.0,2022,1476708,2532
TX,48491.0,2023,1498169,2367
TX,48491.0,2024,1539596,2221
TX,48491.0,2025,393411,497
TX,48493.0,2009,112083,203
TX,48493.0,2010,120031,199
TX,48493.0,2011,125369,214
TX,48493.0,2012,131533,216
TX,48493.0,2013,143676,230
TX,48493.0,2014,153088,220
TX,48493.0,2015,136214,221
TX,48493.0,2016,128692,206
TX,48493.0,2017,151126,207
TX,48493.0,2018,131490,213
TX,48493.0,2019,152897,202
TX,48493.0,2020,154621,201
TX,48493.0,2021,179501,206
TX,48493.0,2022,153363,206
TX,48493.0,2023,160321,204
TX,48493.0,2024,159147,189
TX,48493.0,2025,49718,48
TX,48497.0,2009,149217,249
TX,48497.0,2010,163693,264
TX,48497.0,2011,228346,271
TX,48497.0,2012,232846,301
TX,48497.0,2013,230763,298
TX,48497.0,2014,226085,281
TX,48497.0,2015,245970,314
TX,48497.0,2016,279443,315
TX,48497.0,2017,260787,279
TX,48497.0,2018,274770,230
TX,48497.0,2019,313256,265
TX,48497.0,2020,305087,243
TX,48497.0,2021,345086,244
TX,48497.0,2022,275178,225
TX,48497.0,2023,205005,217
TX,48497.0,2024,217335,211
TX,48497.0,2025,79824,92
TX,48499.0,2009,30132,55
TX,48499.0,2010,32060,62
TX,48499.0,2011,40956,73
TX,48499.0,2012,42231,84
TX,48499.0,2013,62057,100
TX,48499.0,2014,51897,93
TX,48499.0,2015,55783,92
TX,48499.0,2016,67840,106
TX,48499.0,2017,76513,103
TX,48499.0,2018,73041,94
TX,48499.0,2019,65750,89
TX,48499.0,2020,67911,83
TX,48499.0,2021,73857,81
TX,48499.0,2022,46052,69
TX,48499.0,2023,39770,71
TX,48499.0,2024,41797,70
TX,48499.0,2025,13979,22
TX,48501.0,2009,36947,55
TX,48501.0,2010,38920,51
TX,48501.0,2011,37489,50
TX,48501.0,2012,41444,51
TX,48501.0,2013,41411,49
TX,48501.0,2014,49200,56
TX,48501.0,2015,42492,44
TX,48501.0,2016,40713,43
TX,48501.0,2017,35832,36
TX,48501.0,2018,34363,33
TX,48501.0,2019,32800,33
TX,48501.0,2020,29470,31
TX,48501.0,2021,29888,30
TX,48501.0,2022,26244,30
TX,48501.0,2023,26886,30
TX,48501.0,2024,33411,34
TX,48501.0,2025,5217,6
TX,48503.0,2009,65581,106
TX,48503.0,2010,76509,98
TX,48503.0,2011,80825,108
TX,48503.0,2012,82178,106
TX,48503.0,2013,87939,99
TX,48503.0,2014,81565,95
TX,48503.0,2015,74935,82
TX,48503.0,2016,78403,80
TX,48503.0,2017,69747,70
TX,48503.0,2018,71466,71
TX,48503.0,2019,74872,67
TX,48503.0,2020,65725,60
TX,48503.0,2021,72444,60
TX,48503.0,2022,51490,73
TX,48503.0,2023,45355,73
TX,48503.0,2024,45676,71
TX,48503.0,2025,15731,20
TX,48505.0,2009,1427,3
TX,48505.0,2010,2110,6
TX,48505.0,2011,2883,9
TX,48505.0,2012,8162,15
TX,48505.0,2013,21494,24
TX,48505.0,2014,21163,24
TX,48505.0,2015,25336,27
TX,48505.0,2016,21108,22
TX,48505.0,2017,31065,30
TX,48505.0,2018,28547,27
TX,48505.0,2019,31430,28
TX,48505.0,2020,34354,30
TX,48505.0,2021,26771,25
TX,48505.0,2022,19525,32
TX,48505.0,2023,17710,30
TX,48505.0,2024,19453,31
TX,48505.0,2025,3332,7
TX,48507.0,2009,44869,83
TX,48507.0,2010,45663,79
TX,48507.0,2011,55601,82
TX,48507.0,2012,58526,92
TX,48507.0,2013,66384,89
TX,48507.0,2014,82948,95
TX,48507.0,2015,88181,98
TX,48507.0,2016,144933,112
TX,48507.0,2017,148348,100
TX,48507.0,2018,155298,99
TX,48507.0,2019,163732,95
TX,48507.0,2020,160786,97
TX,48507.0,2021,110349,86
TX,48507.0,2022,71101,80
TX,48507.0,2023,58459,82
TX,48507.0,2024,61588,83
TX,48507.0,2025,13710,22
UN,1097.0,2011,8818,1
UN,5091.0,2009,1102,3
UN,5091.0,2010,1152,3
UN,5091.0,2011,1137,3
UN,5091.0,2012,1137,3
UN,5091.0,2013,1137,3
UN,5091.0,2014,1185,3
UN,5091.0,2015,1185,3
UN,5091.0,2016,1333,3
UN,5107.0,2016,404,1
UN,6029.0,2012,810,1
UN,6079.0,2009,1520,1
UN,6079.0,2010,1401,1
UN,12021.0,2009,133,1
UN,12031.0,2009,80,1
UN,17157.0,2009,480,1
UN,17157.0,2010,480,1
UN,17157.0,2011,516,1
UN,18003.0,2010,177,1
UN,20043.0,2009,244,1
UN,22035.0,2010,7715,1
UN,22035.0,2011,6938,1
UN,22051.0,2009,1337,3
UN,22051.0,2010,1333,3
UN,25027.0,2009,1755,1
UN,27155.0,2010,1272,1
UN,27155.0,2011,1399,1
UN,27155.0,2012,1472,1
UN,27155.0,2013,1544,1
UN,27155.0,2014,1600,1
UN,27155.0,2015,968,1
UN,28011.0,2011,479,1
UN,28011.0,2012,1188,2
UN,28011.0,2013,725,1
UN,28011.0,2014,855,1
UN,28011.0,2015,925,1
UN,28011.0,2016,1136,1
UN,28011.0,2017,1400,1
UN,28011.0,2018,1739,1
UN,28041.0,2013,218,1
UN,28149.0,2011,5033,2
UN,31127.0,2009,554,1
UN,31127.0,2010,868,1
UN,35001.0,2009,508,1
UN,35001.0,2010,555,1
UN,35061.0,2009,542,1
UN,35061.0,2010,632,1
UN,37129.0,2009,1130,1
UN,37129.0,2010,1328,1
UN,39081.0,2009,404,1
UN,39081.0,2010,432,1
UN,39081.0,2011,459,1
UN,39081.0,2012,493,1
UN,39081.0,2013,645,1
UN,39081.0,2014,822,1
UN,39081.0,2015,890,1
UN,39081.0,2016,1083,1
UN,39081.0,2017,1334,1
UN,41059.0,2011,323,1
UN,41059.0,2012,323,1
UN,41059.0,2015,2575,2
UN,41059.0,2016,2788,2
UN,41059.0,2017,3042,2
UN,45019.0,2009,1869,1
UN,45019.0,2010,2154,1
UN,46011.0,2009,1117,1
UN,46011.0,2010,1993,2
UN,46011.0,2011,686,1
UN,46011.0,2012,1601,1
UN,46011.0,2013,1826,1
UN,46011.0,2014,3114,2
UN,46011.0,2015,684,1
UN,46011.0,2016,819,1
UN,46011.0,2017,800,1
UN,46081.0,2010,52,1
UN,46109.0,2010,1413,1
UN,46109.0,2011,1228,1
UN,47037.0,2011,2904,2
UN,47037.0,2012,3046,2
UN,47037.0,2013,3221,2
UN,47037.0,2014,3329,2
UN,47037.0,2015,3296,2
UN,51001.0,2014,354,1
UN,53071.0,2009,1075,1
UN,53071.0,2010,1170,1
UN,53071.0,2011,1275,1
UN,53071.0,2012,1264,1
UN,53071.0,2013,1266,1
UN,53071.0,2014,1266,1
UN,53071.0,2015,1296,1
UN,55013.0,2009,776,1
UN,56039.0,2009,264,1
UN,56039.0,2010,264,1
UT,49001.0,2023,4384,4
UT,49003.0,2009,11940,34
UT,49003.0,2010,12664,36
UT,49003.0,2011,21955,50
UT,49003.0,2012,18333,43
UT,49003.0,2013,24284,53
UT,49003.0,2014,20733,44
UT,49003.0,2015,25744,54
UT,49003.0,2016,19949,40
UT,49003.0,2017,28418,50
UT,49003.0,2018,30594,41
UT,49003.0,2019,31998,38
UT,49003.0,2020,36907,35
UT,49003.0,2021,38932,30
UT,49003.0,2022,17084,31
UT,49003.0,2023,30212,53
UT,49003.0,2024,29927,47
UT,49003.0,2025,7792,14
UT,49005.0,2009,93241,149
UT,49005.0,2010,97056,146
UT,49005.0,2011,123842,223
UT,49005.0,2012,113843,210
UT,49005.0,2013,105651,177
UT,49005.0,2014,115221,172
UT,49005.0,2015,102891,166
UT,49005.0,2016,86445,154
UT,49005.0,2017,88208,153
UT,49005.0,2018,91326,133
UT,49005.0,2019,89615,128
UT,49005.0,2020,82739,111
UT,49005.0,2021,81315,110
UT,49005.0,2022,76252,114
UT,49005.0,2023,91743,164
UT,49005.0,2024,64687,103
UT,49005.0,2025,31719,43
UT,49007.0,2009,13909,30
UT,49007.0,2010,12803,29
UT,49007.0,2011,11057,23
UT,49007.0,2012,41220,44
UT,49007.0,2013,40811,46
UT,49007.0,2014,33274,42
UT,49007.0,2015,35820,45
UT,49007.0,2016,40620,45
UT,49007.0,2017,60885,50
UT,49007.0,2018,66251,46
UT,49007.0,2019,67528,41
UT,49007.0,2020,78878,39
UT,49007.0,2021,84185,34
UT,49007.0,2022,59215,39
UT,49007.0,2023,65321,50
UT,49007.0,2024,68524,47
UT,49007.0,2025,26052,18
UT,49009.0,2015,424,1
UT,49009.0,2018,401,1
UT,49009.0,2019,432,1
UT,49009.0,2020,455,1
UT,49009.0,2021,490,1
UT,49009.0,2022,201,1
UT,49009.0,2023,201,1
UT,49009.0,2024,203,1
UT,49011.0,2009,231263,386
UT,49011.0,2010,217574,367
UT,49011.0,2011,248748,451
UT,49011.0,2012,241859,409
UT,49011.0,2013,266027,424
UT,49011.0,2014,248742,413
UT,49011.0,2015,238001,394
UT,49011.0,2016,235572,387
UT,49011.0,2017,211224,384
UT,49011.0,2018,266539,396
UT,49011.0,2019,250823,405
UT,49011.0,2020,291498,376
UT,49011.0,2021,297930,376
UT,49011.0,2022,167813,391
UT,49011.0,2023,306240,958
UT,49011.0,2024,142069,428
UT,49011.0,2025,40942,127
UT,49013.0,2009,3665,6
UT,49013.0,2010,4129,6
UT,49013.0,2011,7342,17
UT,49013.0,2012,3993,5
UT,49013.0,2013,3275,5
UT,49013.0,2014,3196,4
UT,49013.0,2015,2893,3
UT,49013.0,2016,2803,3
UT,49013.0,2017,3640,5
UT,49013.0,2018,5330,8
UT,49013.0,2019,9792,8
UT,49013.0,2020,11280,6
UT,49013.0,2021,7838,6
UT,49013.0,2022,2629,5
UT,49013.0,2023,8153,19
UT,49013.0,2024,3381,9
UT,49013.0,2025,1651,4
UT,49015.0,2009,25334,16
UT,49015.0,2010,15415,16
UT,49015.0,2011,15348,18
UT,49015.0,2012,12987,14
UT,49015.0,2013,17309,13
UT,49015.0,2014,3089,10
UT,49015.0,2015,2675,9
UT,49015.0,2016,2124,6
UT,49015.0,2017,3300,8
UT,49015.0,2018,3682,9
UT,49015.0,2019,4297,10
UT,49015.0,2020,4176,9
UT,49015.0,2021,4704,9
UT,49015.0,2022,3933,8
UT,49015.0,2023,4845,9
UT,49015.0,2024,3354,7
UT,49015.0,2025,937,2
UT,49017.0,2009,11402,20
UT,49017.0,2010,9380,17
UT,49017.0,2011,15610,20
UT,49017.0,2012,9838,20
UT,49017.0,2013,12071,19
UT,49017.0,2014,13968,21
UT,49017.0,2015,13216,17
UT,49017.0,2016,10061,15
UT,49017.0,2017,7805,10
UT,49017.0,2018,8118,10
UT,49017.0,2019,8932,11
UT,49017.0,2020,10717,12
UT,49017.0,2021,17280,15
UT,49017.0,2022,13744,15
UT,49017.0,2023,16682,17
UT,49017.0,2024,27662,28
UT,49017.0,2025,10341,8
UT,49019.0,2009,51421,106
UT,49019.0,2010,45605,94
UT,49019.0,2011,43181,86
UT,49019.0,2012,41711,76
UT,49019.0,2013,50728,81
UT,49019.0,2014,43754,71
UT,49019.0,2015,40929,66
UT,49019.0,2016,44351,65
UT,49019.0,2017,41699,65
UT,49019.0,2018,44578,68
UT,49019.0,2019,34635,56
UT,49019.0,2020,39613,63
UT,49019.0,2021,55712,118
UT,49019.0,2022,52943,123
UT,49019.0,2023,79135,162
UT,49019.0,2024,88021,173
UT,49019.0,2025,19292,24
UT,49021.0,2009,62145,136
UT,49021.0,2010,82689,130
