state,county,year,policy_amount,policy_count
IA,19195.0,2015,4204,7
IA,19195.0,2016,7454,10
IA,19195.0,2017,1512,5
IA,19195.0,2018,2534,5
IA,19195.0,2019,5275,6
IA,19195.0,2020,2474,6
IA,19195.0,2021,1997,5
IA,19195.0,2022,3541,6
IA,19195.0,2023,3274,6
IA,19195.0,2024,2215,4
IA,19195.0,2025,2097,3
IA,19197.0,2009,1635,3
IA,19197.0,2010,3503,6
IA,19197.0,2011,3486,6
IA,19197.0,2012,3824,7
IA,19197.0,2013,20678,28
IA,19197.0,2014,20265,26
IA,19197.0,2015,17339,22
IA,19197.0,2016,40187,29
IA,19197.0,2017,49376,29
IA,19197.0,2018,37913,21
IA,19197.0,2019,43801,22
IA,19197.0,2020,26906,20
IA,19197.0,2021,30918,20
IA,19197.0,2022,17490,15
IA,19197.0,2023,18450,16
IA,19197.0,2024,22915,20
IA,19197.0,2025,6776,6
IA,31021.0,2015,295,1
IA,31021.0,2016,295,1
IA,31021.0,2017,295,1
IA,31021.0,2018,295,1
IA,31021.0,2019,320,1
IA,31021.0,2020,336,1
IA,31021.0,2021,375,1
IA,31021.0,2022,431,1
IA,31021.0,2023,508,1
IA,31021.0,2024,598,1
IA,36061.0,2009,366,1
IA,36061.0,2010,381,1
IA,36061.0,2011,212,1
IA,46127.0,2009,1033,1
IA,46127.0,2010,1333,2
IA,46127.0,2011,3568,3
IA,46127.0,2012,1138,1
IA,46127.0,2013,1403,3
IA,46127.0,2014,1984,3
IA,46127.0,2015,1894,1
IA,46127.0,2016,783,1
IA,46127.0,2017,960,1
IA,46127.0,2018,1186,1
IA,46127.0,2019,1446,1
IA,46127.0,2020,1543,1
IA,46127.0,2021,1917,1
IA,46127.0,2022,488,1
IA,46127.0,2023,489,1
IA,46127.0,2024,305,1
ID,16001.0,2009,1279853,2265
ID,16001.0,2010,1277010,2185
ID,16001.0,2011,1376950,2267
ID,16001.0,2012,1384118,2230
ID,16001.0,2013,1474876,2192
ID,16001.0,2014,1412437,2096
ID,16001.0,2015,1288038,1993
ID,16001.0,2016,1313212,2036
ID,16001.0,2017,1811150,3247
ID,16001.0,2018,1341217,2188
ID,16001.0,2019,1456080,2344
ID,16001.0,2020,1538029,2581
ID,16001.0,2021,1559734,2419
ID,16001.0,2022,1518470,2380
ID,16001.0,2023,1651128,2253
ID,16001.0,2024,1700680,2109
ID,16001.0,2025,644180,732
ID,16003.0,2009,4295,11
ID,16003.0,2010,7071,16
ID,16003.0,2011,8851,18
ID,16003.0,2012,6866,15
ID,16003.0,2013,7802,15
ID,16003.0,2014,8719,14
ID,16003.0,2015,8540,14
ID,16003.0,2016,8422,13
ID,16003.0,2017,7514,13
ID,16003.0,2018,6147,12
ID,16003.0,2019,5396,10
ID,16003.0,2020,4345,9
ID,16003.0,2021,10418,9
ID,16003.0,2022,8008,9
ID,16003.0,2023,5765,8
ID,16003.0,2024,6557,8
ID,16003.0,2025,4284,4
ID,16005.0,2009,139257,170
ID,16005.0,2010,115749,158
ID,16005.0,2011,118885,151
ID,16005.0,2012,129227,166
ID,16005.0,2013,151599,168
ID,16005.0,2014,139888,155
ID,16005.0,2015,112051,144
ID,16005.0,2016,145351,139
ID,16005.0,2017,134971,139
ID,16005.0,2018,138352,126
ID,16005.0,2019,137127,115
ID,16005.0,2020,136982,102
ID,16005.0,2021,127286,104
ID,16005.0,2022,85772,95
ID,16005.0,2023,96008,96
ID,16005.0,2024,103305,97
ID,16005.0,2025,51231,37
ID,16007.0,2009,2081,3
ID,16007.0,2010,2269,3
ID,16007.0,2011,2741,4
ID,16007.0,2012,2898,4
ID,16007.0,2013,3334,6
ID,16007.0,2014,2419,4
ID,16007.0,2015,1712,1
ID,16007.0,2016,1795,1
ID,16007.0,2017,2300,2
ID,16007.0,2018,1274,2
ID,16007.0,2019,1338,2
ID,16007.0,2020,927,1
ID,16007.0,2023,616,2
ID,16007.0,2024,340,1
ID,16009.0,2009,66721,106
ID,16009.0,2010,76671,109
ID,16009.0,2011,78894,105
ID,16009.0,2012,76395,105
ID,16009.0,2013,76108,97
ID,16009.0,2014,73570,94
ID,16009.0,2015,73164,90
ID,16009.0,2016,70825,88
ID,16009.0,2017,69400,86
ID,16009.0,2018,59244,78
ID,16009.0,2019,53363,73
ID,16009.0,2020,49385,66
ID,16009.0,2021,63444,69
ID,16009.0,2022,67505,64
ID,16009.0,2023,68373,57
ID,16009.0,2024,74485,55
ID,16009.0,2025,14620,11
ID,16011.0,2009,125737,207
ID,16011.0,2010,131776,202
ID,16011.0,2011,131589,201
ID,16011.0,2012,124297,175
ID,16011.0,2013,121150,166
ID,16011.0,2014,109624,145
ID,16011.0,2015,100695,134
ID,16011.0,2016,96797,123
ID,16011.0,2017,107013,151
ID,16011.0,2018,89436,110
ID,16011.0,2019,81184,104
ID,16011.0,2020,91104,104
ID,16011.0,2021,85486,100
ID,16011.0,2022,67850,99
ID,16011.0,2023,62790,98
ID,16011.0,2024,65538,95
ID,16011.0,2025,19507,28
ID,16013.0,2009,411529,661
ID,16013.0,2010,440627,639
ID,16013.0,2011,439152,664
ID,16013.0,2012,402798,614
ID,16013.0,2013,398147,591
ID,16013.0,2014,405494,621
ID,16013.0,2015,368155,605
ID,16013.0,2016,371284,632
ID,16013.0,2017,681275,1263
ID,16013.0,2018,401078,660
ID,16013.0,2019,517243,910
ID,16013.0,2020,349603,549
ID,16013.0,2021,395209,533
ID,16013.0,2022,422620,524
ID,16013.0,2023,767727,659
ID,16013.0,2024,635135,616
ID,16013.0,2025,269709,246
ID,16015.0,2009,26814,62
ID,16015.0,2010,26858,59
ID,16015.0,2011,29450,64
ID,16015.0,2012,31778,63
ID,16015.0,2013,28301,56
ID,16015.0,2014,31413,58
ID,16015.0,2015,28742,53
ID,16015.0,2016,26059,47
ID,16015.0,2017,32001,64
ID,16015.0,2018,19332,38
ID,16015.0,2019,26320,49
ID,16015.0,2020,23612,44
ID,16015.0,2021,33751,42
ID,16015.0,2022,32720,33
ID,16015.0,2023,37135,34
ID,16015.0,2024,38976,30
ID,16015.0,2025,25376,18
ID,16017.0,2009,234485,381
ID,16017.0,2010,211371,367
ID,16017.0,2011,216833,380
ID,16017.0,2012,222029,375
ID,16017.0,2013,252652,380
ID,16017.0,2014,228194,358
ID,16017.0,2015,222653,351
ID,16017.0,2016,212209,325
ID,16017.0,2017,201267,323
ID,16017.0,2018,192826,310
ID,16017.0,2019,200320,298
ID,16017.0,2020,191887,281
ID,16017.0,2021,212271,275
ID,16017.0,2022,202119,279
ID,16017.0,2023,191597,262
ID,16017.0,2024,221884,184
ID,16017.0,2025,64493,45
ID,16019.0,2009,83696,149
ID,16019.0,2010,83173,134
ID,16019.0,2011,95680,155
ID,16019.0,2012,93306,153
ID,16019.0,2013,98399,155
ID,16019.0,2014,102758,158
ID,16019.0,2015,77726,149
ID,16019.0,2016,76459,141
ID,16019.0,2017,111458,152
ID,16019.0,2018,100431,128
ID,16019.0,2019,114845,127
ID,16019.0,2020,118032,109
ID,16019.0,2021,107709,107
ID,16019.0,2022,105463,98
ID,16019.0,2023,83711,102
ID,16019.0,2024,82676,95
ID,16019.0,2025,31711,30
ID,16021.0,2009,12290,19
ID,16021.0,2010,15157,17
ID,16021.0,2011,20388,21
ID,16021.0,2012,16895,20
ID,16021.0,2013,18745,20
ID,16021.0,2014,15751,21
ID,16021.0,2015,13019,18
ID,16021.0,2016,14509,19
ID,16021.0,2017,13107,19
ID,16021.0,2018,13558,19
ID,16021.0,2019,15582,21
ID,16021.0,2020,14764,21
ID,16021.0,2021,16959,20
ID,16021.0,2022,16862,18
ID,16021.0,2023,15664,16
ID,16021.0,2024,16210,14
ID,16021.0,2025,4649,6
ID,16023.0,2009,8649,14
ID,16023.0,2010,8829,14
ID,16023.0,2011,9053,11
ID,16023.0,2012,10103,12
ID,16023.0,2013,11886,15
ID,16023.0,2014,11186,14
ID,16023.0,2015,9560,12
ID,16023.0,2016,11152,14
ID,16023.0,2017,12162,14
ID,16023.0,2018,13071,13
ID,16023.0,2019,11519,11
ID,16023.0,2020,7888,7
ID,16023.0,2021,7789,6
ID,16023.0,2022,8212,8
ID,16023.0,2023,5222,7
ID,16023.0,2024,5714,7
ID,16025.0,2009,2408,4
ID,16025.0,2010,1851,3
ID,16025.0,2011,1902,3
ID,16025.0,2012,1778,3
ID,16025.0,2013,1450,2
ID,16025.0,2014,1121,3
ID,16025.0,2015,709,2
ID,16025.0,2016,363,1
ID,16025.0,2017,448,2
ID,16025.0,2018,363,1
ID,16025.0,2019,690,2
ID,16025.0,2020,412,1
ID,16025.0,2021,5190,4
ID,16025.0,2022,2613,3
ID,16025.0,2023,3451,5
ID,16025.0,2024,3371,4
ID,16027.0,2009,205036,350
ID,16027.0,2010,223261,344
ID,16027.0,2011,327269,573
ID,16027.0,2012,387658,620
ID,16027.0,2013,337723,610
ID,16027.0,2014,369753,616
ID,16027.0,2015,393983,624
ID,16027.0,2016,375959,568
ID,16027.0,2017,413433,620
ID,16027.0,2018,411653,560
ID,16027.0,2019,396297,543
ID,16027.0,2020,408816,502
ID,16027.0,2021,421986,478
ID,16027.0,2022,377008,489
ID,16027.0,2023,363581,486
ID,16027.0,2024,379472,489
ID,16027.0,2025,136653,158
ID,16029.0,2009,585,1
ID,16029.0,2010,650,1
ID,16029.0,2011,994,1
ID,16029.0,2012,1343,1
ID,16029.0,2013,329,1
ID,16029.0,2014,1186,2
ID,16029.0,2015,1236,2
ID,16029.0,2016,1687,3
ID,16029.0,2017,2075,4
ID,16029.0,2018,17784,4
ID,16029.0,2019,21969,4
ID,16029.0,2020,1160,2
ID,16029.0,2021,1263,2
ID,16029.0,2022,959,2
ID,16029.0,2023,1254,3
ID,16029.0,2024,1035,2
ID,16031.0,2009,20476,40
ID,16031.0,2010,22915,41
ID,16031.0,2011,28893,41
ID,16031.0,2012,26987,39
ID,16031.0,2013,29117,40
ID,16031.0,2014,28593,37
ID,16031.0,2015,24612,33
ID,16031.0,2016,31855,30
ID,16031.0,2017,21281,33
ID,16031.0,2018,16589,24
ID,16031.0,2019,20193,27
ID,16031.0,2020,19561,32
ID,16031.0,2021,31053,25
ID,16031.0,2022,18675,22
ID,16031.0,2023,19662,22
ID,16031.0,2024,19721,20
ID,16031.0,2025,4454,6
ID,16033.0,2012,941,4
ID,16033.0,2013,912,4
ID,16033.0,2015,260,1
ID,16033.0,2016,260,1
ID,16033.0,2017,260,1
ID,16033.0,2018,260,1
ID,16033.0,2019,282,1
ID,16035.0,2009,31542,48
ID,16035.0,2010,31914,44
ID,16035.0,2011,34306,44
ID,16035.0,2012,33818,43
ID,16035.0,2013,44052,41
ID,16035.0,2014,33561,35
ID,16035.0,2015,22098,30
ID,16035.0,2016,21992,20
ID,16035.0,2017,16288,16
ID,16035.0,2018,15338,14
ID,16035.0,2019,17359,16
ID,16035.0,2020,16798,15
ID,16035.0,2021,12562,11
ID,16035.0,2022,17410,11
ID,16035.0,2023,17589,11
ID,16035.0,2024,16647,14
ID,16035.0,2025,5336,5
ID,16037.0,2009,29241,38
ID,16037.0,2010,28921,38
ID,16037.0,2011,36930,54
ID,16037.0,2012,46174,66
ID,16037.0,2013,34305,54
ID,16037.0,2014,21534,40
ID,16037.0,2015,21146,36
ID,16037.0,2016,23239,38
ID,16037.0,2017,37683,48
ID,16037.0,2018,17040,18
ID,16037.0,2019,24135,22
ID,16037.0,2020,25673,24
ID,16037.0,2021,29525,25
ID,16037.0,2022,25976,24
ID,16037.0,2023,42212,31
ID,16037.0,2024,29085,28
ID,16037.0,2025,8441,8
ID,16039.0,2009,82514,120
ID,16039.0,2010,84237,120
ID,16039.0,2011,95406,133
ID,16039.0,2012,92417,123
ID,16039.0,2013,92635,114
ID,16039.0,2014,94813,124
ID,16039.0,2015,92663,131
ID,16039.0,2016,89959,124
ID,16039.0,2017,93155,122
ID,16039.0,2018,91130,98
ID,16039.0,2019,90932,92
ID,16039.0,2020,99239,108
ID,16039.0,2021,115678,113
ID,16039.0,2022,83736,124
ID,16039.0,2023,83203,134
ID,16039.0,2024,99413,145
ID,16039.0,2025,36887,47
ID,16041.0,2009,3472,8
ID,16041.0,2010,2681,7
ID,16041.0,2011,2658,7
ID,16041.0,2012,2164,5
ID,16041.0,2013,2533,6
ID,16041.0,2014,2861,7
ID,16041.0,2015,2705,7
ID,16041.0,2016,2880,7
ID,16041.0,2017,2307,5
ID,16041.0,2018,2358,5
ID,16041.0,2019,2529,5
ID,16041.0,2020,3607,7
ID,16041.0,2021,3114,5
ID,16041.0,2022,3756,6
ID,16041.0,2023,3351,7
ID,16041.0,2024,3436,6
ID,16041.0,2025,346,1
ID,16043.0,2009,17304,21
ID,16043.0,2010,19522,17
ID,16043.0,2011,19397,18
ID,16043.0,2012,24601,23
ID,16043.0,2013,23744,22
ID,16043.0,2014,26218,21
ID,16043.0,2015,30549,23
ID,16043.0,2016,31772,25
ID,16043.0,2017,28410,23
ID,16043.0,2018,18360,16
ID,16043.0,2019,29997,22
ID,16043.0,2020,30921,22
ID,16043.0,2021,25867,18
ID,16043.0,2022,27717,19
ID,16043.0,2023,40769,23
ID,16043.0,2024,33691,22
ID,16043.0,2025,6520,7
ID,16045.0,2009,11312,26
ID,16045.0,2010,11563,25
ID,16045.0,2011,12885,25
ID,16045.0,2012,9312,22
ID,16045.0,2013,9375,20
ID,16045.0,2014,10235,19
ID,16045.0,2015,9271,19
ID,16045.0,2016,18515,30
ID,16045.0,2017,18181,37
ID,16045.0,2018,13824,27
ID,16045.0,2019,15228,31
ID,16045.0,2020,13708,27
ID,16045.0,2021,18694,35
ID,16045.0,2022,26397,39
ID,16045.0,2023,22770,37
ID,16045.0,2024,22272,33
ID,16045.0,2025,11737,15
ID,16047.0,2009,73835,118
ID,16047.0,2010,74405,107
ID,16047.0,2011,73495,102
ID,16047.0,2012,83151,92
ID,16047.0,2013,89348,92
ID,16047.0,2014,85055,82
ID,16047.0,2015,78076,71
ID,16047.0,2016,64195,66
ID,16047.0,2017,77952,65
ID,16047.0,2018,66585,51
ID,16047.0,2019,70610,52
ID,16047.0,2020,84262,54
ID,16047.0,2021,85780,52
ID,16047.0,2022,93147,70
ID,16047.0,2023,47946,45
ID,16047.0,2024,46828,42
ID,16047.0,2025,12529,13
ID,16049.0,2009,72102,67
ID,16049.0,2010,72548,59
ID,16049.0,2011,69552,58
ID,16049.0,2012,71595,55
ID,16049.0,2013,77981,55
ID,16049.0,2014,84494,56
ID,16049.0,2015,78837,46
ID,16049.0,2016,35865,37
ID,16049.0,2017,41265,44
ID,16049.0,2018,37768,35
ID,16049.0,2019,35749,35
ID,16049.0,2020,32375,32
ID,16049.0,2021,18296,17
ID,16049.0,2022,19524,15
ID,16049.0,2023,14501,14
ID,16049.0,2024,20966,16
ID,16049.0,2025,3320,3
ID,16051.0,2009,65093,106
ID,16051.0,2010,57148,99
ID,16051.0,2011,69395,132
ID,16051.0,2012,62511,100
ID,16051.0,2013,81550,94
ID,16051.0,2014,83830,88
ID,16051.0,2015,63288,73
ID,16051.0,2016,89685,74
ID,16051.0,2017,32820,66
ID,16051.0,2018,25029,52
ID,16051.0,2019,22354,46
ID,16051.0,2020,20553,42
ID,16051.0,2021,22626,39
ID,16051.0,2022,26467,42
ID,16051.0,2023,26284,42
ID,16051.0,2024,26727,39
ID,16051.0,2025,12104,16
ID,16053.0,2009,10440,1
ID,16053.0,2010,1839,2
ID,16053.0,2011,1859,2
ID,16053.0,2012,2047,2
ID,16053.0,2013,2552,3
ID,16053.0,2014,1855,1
ID,16053.0,2015,1714,1
ID,16053.0,2016,1714,1
ID,16053.0,2017,2607,4
ID,16053.0,2018,348,1
ID,16053.0,2019,374,1
ID,16053.0,2020,395,1
ID,16053.0,2021,442,1
ID,16053.0,2022,1458,3
ID,16055.0,2009,248752,363
ID,16055.0,2010,315522,416
ID,16055.0,2011,292932,407
ID,16055.0,2012,296101,412
ID,16055.0,2013,277060,389
ID,16055.0,2014,268678,379
ID,16055.0,2015,283957,367
ID,16055.0,2016,268742,346
ID,16055.0,2017,275967,327
ID,16055.0,2018,292256,306
ID,16055.0,2019,283439,289
ID,16055.0,2020,283119,276
ID,16055.0,2021,262973,259
ID,16055.0,2022,228396,271
ID,16055.0,2023,209049,254
ID,16055.0,2024,221746,243
ID,16055.0,2025,73491,83
ID,16057.0,2009,178474,261
ID,16057.0,2010,180672,266
ID,16057.0,2011,197173,257
ID,16057.0,2012,199750,259
ID,16057.0,2013,181722,255
ID,16057.0,2014,159629,222
ID,16057.0,2015,149777,199
ID,16057.0,2016,146734,188
ID,16057.0,2017,146980,180
ID,16057.0,2018,120891,155
ID,16057.0,2019,134168,147
ID,16057.0,2020,129616,145
ID,16057.0,2021,134241,136
ID,16057.0,2022,107561,141
ID,16057.0,2023,96836,135
ID,16057.0,2024,109912,141
ID,16057.0,2025,28366,34
ID,16059.0,2009,69696,104
ID,16059.0,2010,65508,97
ID,16059.0,2011,69763,100
ID,16059.0,2012,74207,106
ID,16059.0,2013,79406,105
ID,16059.0,2014,89274,107
ID,16059.0,2015,69536,86
ID,16059.0,2016,84591,89
ID,16059.0,2017,81166,82
ID,16059.0,2018,79197,72
ID,16059.0,2019,89935,67
ID,16059.0,2020,100138,71
ID,16059.0,2021,117307,68
ID,16059.0,2022,89809,61
ID,16059.0,2023,91211,56
ID,16059.0,2024,98753,52
ID,16059.0,2025,18985,9
ID,16061.0,2009,15699,26
ID,16061.0,2010,11573,19
ID,16061.0,2011,13336,20
ID,16061.0,2012,15226,23
ID,16061.0,2013,18712,26
ID,16061.0,2014,23060,23
ID,16061.0,2015,23800,22
ID,16061.0,2016,36809,20
ID,16061.0,2017,48723,18
ID,16061.0,2018,17330,14
ID,16061.0,2019,17184,12
ID,16061.0,2020,14432,9
ID,16061.0,2021,9791,9
ID,16061.0,2022,9562,13
ID,16061.0,2023,8229,10
ID,16061.0,2024,10696,12
ID,16061.0,2025,5161,7
ID,16063.0,2009,18815,34
ID,16063.0,2010,21638,36
ID,16063.0,2011,20133,30
ID,16063.0,2012,36409,32
ID,16063.0,2013,19333,27
ID,16063.0,2014,16663,25
ID,16063.0,2015,16227,20
ID,16063.0,2016,13449,19
ID,16063.0,2017,19882,21
ID,16063.0,2018,17923,16
ID,16063.0,2019,18138,15
ID,16063.0,2020,18065,18
ID,16063.0,2021,21416,16
ID,16063.0,2022,19138,22
ID,16063.0,2023,16713,22
ID,16063.0,2024,14929,17
ID,16063.0,2025,540,1
ID,16065.0,2009,40302,55
ID,16065.0,2010,50857,57
ID,16065.0,2011,45826,58
ID,16065.0,2012,53870,62
ID,16065.0,2013,56488,60
ID,16065.0,2014,54493,67
ID,16065.0,2015,56754,67
ID,16065.0,2016,49983,56
ID,16065.0,2017,52078,54
ID,16065.0,2018,51916,50
ID,16065.0,2019,44887,48
ID,16065.0,2020,46318,60
ID,16065.0,2021,52982,70
ID,16065.0,2022,74959,67
ID,16065.0,2023,60779,44
ID,16065.0,2024,54269,34
ID,16065.0,2025,30754,11
ID,16067.0,2009,14232,28
ID,16067.0,2010,11349,20
ID,16067.0,2011,16942,24
ID,16067.0,2012,12847,18
ID,16067.0,2013,11106,16
ID,16067.0,2014,10362,16
ID,16067.0,2015,8223,14
ID,16067.0,2016,7301,12
ID,16067.0,2017,9965,22
ID,16067.0,2018,8963,12
ID,16067.0,2019,9610,12
ID,16067.0,2020,10465,13
ID,16067.0,2021,11067,12
ID,16067.0,2022,11637,14
ID,16067.0,2023,9653,11
ID,16067.0,2024,8685,8
ID,16067.0,2025,10756,6
ID,16069.0,2009,43868,58
ID,16069.0,2010,45049,58
ID,16069.0,2011,47133,60
ID,16069.0,2012,55285,69
ID,16069.0,2013,63934,57
ID,16069.0,2014,57041,54
ID,16069.0,2015,49842,43
ID,16069.0,2016,54914,45
ID,16069.0,2017,43598,47
ID,16069.0,2018,32539,35
ID,16069.0,2019,34202,32
ID,16069.0,2020,39158,32
ID,16069.0,2021,44012,32
ID,16069.0,2022,29067,32
ID,16069.0,2023,30227,34
ID,16069.0,2024,35077,39
ID,16069.0,2025,14845,11
ID,16071.0,2009,348,1
ID,16071.0,2010,348,1
ID,16071.0,2011,358,1
ID,16071.0,2012,358,1
ID,16071.0,2017,764,2
ID,16073.0,2009,1941,3
ID,16073.0,2010,2192,3
ID,16073.0,2011,1880,2
ID,16073.0,2012,358,1
ID,16073.0,2013,407,1
ID,16073.0,2014,438,1
ID,16073.0,2015,438,1
ID,16073.0,2016,390,1
ID,16073.0,2017,390,1
ID,16073.0,2018,390,1
ID,16073.0,2019,419,1
ID,16073.0,2020,442,1
ID,16073.0,2021,2566,2
ID,16073.0,2022,2966,2
ID,16073.0,2023,10559,3
ID,16073.0,2024,4899,4
ID,16073.0,2025,929,1
ID,16075.0,2009,42504,81
ID,16075.0,2010,43459,77
ID,16075.0,2011,44468,78
ID,16075.0,2012,40225,72
ID,16075.0,2013,40616,72
ID,16075.0,2014,37700,61
ID,16075.0,2015,31248,51
ID,16075.0,2016,30275,49
ID,16075.0,2017,51153,86
ID,16075.0,2018,30734,44
ID,16075.0,2019,31776,43
ID,16075.0,2020,39572,44
ID,16075.0,2021,39223,39
ID,16075.0,2022,38736,34
ID,16075.0,2023,41417,37
ID,16075.0,2024,39447,32
ID,16075.0,2025,22283,15
ID,16077.0,2010,293,1
ID,16077.0,2011,323,1
ID,16077.0,2012,549,2
ID,16077.0,2013,961,3
ID,16077.0,2014,961,3
ID,16077.0,2015,935,3
ID,16077.0,2016,589,2
ID,16077.0,2017,617,2
ID,16077.0,2018,633,2
ID,16077.0,2019,686,2
ID,16077.0,2020,641,2
ID,16077.0,2021,413,1
ID,16077.0,2022,501,1
ID,16077.0,2023,604,1
ID,16077.0,2024,733,1
ID,16079.0,2009,445256,835
ID,16079.0,2010,468489,840
ID,16079.0,2011,452763,797
ID,16079.0,2012,419442,761
ID,16079.0,2013,412495,747
ID,16079.0,2014,365447,671
ID,16079.0,2015,359963,628
ID,16079.0,2016,353490,589
ID,16079.0,2017,364141,557
ID,16079.0,2018,318604,529
ID,16079.0,2019,305507,501
ID,16079.0,2020,375336,496
ID,16079.0,2021,323223,475
ID,16079.0,2022,273220,449
ID,16079.0,2023,217250,429
ID,16079.0,2024,243870,429
ID,16079.0,2025,62196,38
ID,16081.0,2009,42219,85
ID,16081.0,2010,44162,80
ID,16081.0,2011,48914,82
ID,16081.0,2012,51772,82
ID,16081.0,2013,63927,94
ID,16081.0,2014,45830,74
ID,16081.0,2015,40683,62
ID,16081.0,2016,33798,56
ID,16081.0,2017,41625,61
ID,16081.0,2018,36865,50
ID,16081.0,2019,43853,67
ID,16081.0,2020,38802,57
ID,16081.0,2021,37985,53
ID,16081.0,2022,38634,50
ID,16081.0,2023,45470,56
ID,16081.0,2024,52862,57
ID,16081.0,2025,13505,12
ID,16083.0,2009,63323,128
ID,16083.0,2010,54057,96
ID,16083.0,2011,60960,100
ID,16083.0,2012,63237,91
ID,16083.0,2013,74994,95
ID,16083.0,2014,67052,75
ID,16083.0,2015,64470,73
ID,16083.0,2016,62073,70
ID,16083.0,2017,65773,77
ID,16083.0,2018,77835,72
ID,16083.0,2019,78961,68
ID,16083.0,2020,55382,59
ID,16083.0,2021,59782,70
ID,16083.0,2022,35147,66
ID,16083.0,2023,33625,72
ID,16083.0,2024,36427,76
ID,16083.0,2025,10094,20
ID,16085.0,2009,22472,44
ID,16085.0,2010,23383,41
ID,16085.0,2011,31387,48
ID,16085.0,2012,41597,50
ID,16085.0,2013,40834,52
ID,16085.0,2014,49852,51
ID,16085.0,2015,53025,43
ID,16085.0,2016,47759,52
ID,16085.0,2017,45799,40
ID,16085.0,2018,35635,43
ID,16085.0,2019,18067,33
ID,16085.0,2020,16248,28
ID,16085.0,2021,18264,29
ID,16085.0,2022,16586,22
ID,16085.0,2023,24993,28
ID,16085.0,2024,19083,22
ID,16085.0,2025,13298,11
ID,16087.0,2009,78193,112
ID,16087.0,2010,76245,101
ID,16087.0,2011,84934,113
ID,16087.0,2012,78571,97
ID,16087.0,2013,82989,98
ID,16087.0,2014,76218,87
ID,16087.0,2015,70935,74
ID,16087.0,2016,76447,67
ID,16087.0,2017,94186,88
ID,16087.0,2018,91514,66
ID,16087.0,2019,65867,62
ID,16087.0,2020,64025,61
ID,16087.0,2021,59328,59
ID,16087.0,2022,49126,56
ID,16087.0,2023,44514,59
ID,16087.0,2024,50889,58
ID,16087.0,2025,15264,19
ID,24021.0,2009,335,1
ID,24021.0,2010,335,1
ID,24021.0,2011,345,1
ID,24021.0,2012,345,1
ID,24021.0,2013,392,1
ID,34001.0,2009,335,1
ID,34001.0,2010,335,1
IL,12103.0,2010,183,1
IL,12103.0,2011,191,1
IL,17001.0,2009,108599,181
IL,17001.0,2010,136813,214
IL,17001.0,2011,147238,227
IL,17001.0,2012,153570,215
IL,17001.0,2013,163364,219
IL,17001.0,2014,177593,214
IL,17001.0,2015,167360,201
IL,17001.0,2016,177995,185
IL,17001.0,2017,194721,182
IL,17001.0,2018,199959,173
IL,17001.0,2019,222189,162
IL,17001.0,2020,230494,153
IL,17001.0,2021,255554,155
IL,17001.0,2022,211004,156
IL,17001.0,2023,185742,137
IL,17001.0,2024,202104,136
IL,17001.0,2025,66019,66
IL,17003.0,2009,138309,272
IL,17003.0,2010,146120,263
IL,17003.0,2011,205209,341
IL,17003.0,2012,163480,285
IL,17003.0,2013,190060,279
IL,17003.0,2014,189478,277
IL,17003.0,2015,162908,219
IL,17003.0,2016,157409,195
IL,17003.0,2017,145480,183
IL,17003.0,2018,148932,170
IL,17003.0,2019,166355,166
IL,17003.0,2020,125270,135
IL,17003.0,2021,125876,130
IL,17003.0,2022,94252,133
IL,17003.0,2023,89909,120
IL,17003.0,2024,101274,120
IL,17003.0,2025,39837,43
IL,17005.0,2009,5748,6
IL,17005.0,2010,3447,5
IL,17005.0,2011,5281,8
IL,17005.0,2012,8978,7
IL,17005.0,2013,9034,6
IL,17005.0,2014,9616,8
IL,17005.0,2015,12629,11
IL,17005.0,2016,13859,11
IL,17005.0,2017,9559,11
IL,17005.0,2018,9957,10
IL,17005.0,2019,9914,10
IL,17005.0,2020,10787,13
IL,17005.0,2021,11984,14
IL,17005.0,2022,13828,14
IL,17005.0,2023,16148,15
IL,17005.0,2024,10375,11
IL,17005.0,2025,7576,2
IL,17007.0,2009,82974,124
IL,17007.0,2010,91150,123
IL,17007.0,2011,102163,143
IL,17007.0,2012,104257,137
IL,17007.0,2013,97894,127
IL,17007.0,2014,93826,120
IL,17007.0,2015,97566,117
IL,17007.0,2016,95029,106
IL,17007.0,2017,93123,98
IL,17007.0,2018,84855,91
IL,17007.0,2019,86071,91
IL,17007.0,2020,77698,90
IL,17007.0,2021,68780,78
IL,17007.0,2022,69927,78
IL,17007.0,2023,74558,71
IL,17007.0,2024,80005,67
IL,17007.0,2025,18605,12
IL,17009.0,2009,4608,8
IL,17009.0,2010,3084,5
IL,17009.0,2011,3898,5
IL,17009.0,2012,4209,10
IL,17009.0,2013,3799,8
IL,17009.0,2014,4031,8
IL,17009.0,2015,4199,9
IL,17009.0,2016,4546,8
IL,17009.0,2017,4078,7
IL,17009.0,2018,3022,7
IL,17009.0,2019,2316,4
IL,17009.0,2020,2677,4
IL,17009.0,2021,3475,5
IL,17009.0,2022,3689,4
IL,17009.0,2023,3225,4
IL,17009.0,2024,3531,4
IL,17009.0,2025,2409,2
IL,17011.0,2009,51107,83
IL,17011.0,2010,59082,92
IL,17011.0,2011,56847,85
IL,17011.0,2012,62031,93
IL,17011.0,2013,59150,95
IL,17011.0,2014,63137,89
IL,17011.0,2015,73195,89
IL,17011.0,2016,64393,72
IL,17011.0,2017,65285,65
IL,17011.0,2018,88189,63
IL,17011.0,2019,88974,65
